Date,Player,Team,Pitcher,BestBook,BestOdds,ModelProb,RawModelProb,Edge,Confidence,Grade,Stake,Play,Result,Profit
2026-05-29,Steward Berroa,Philadelphia Phillies,Justin Wrobleski,FanDuel,385,0.1555,0.0721,-0.0506,50,C,0.0,NO,,
2026-05-29,Heriberto Hernández,Miami Marlins,Freddy Peralta,DraftKings,391,0.1531,0.071,-0.0506,30,D,0.0,NO,,
2026-05-29,Brayan Rocchio,Cleveland Guardians,Tyler Samaniego,BetMGM,390,0.1531,0.071,-0.051,30,D,0.0,NO,,
2026-05-29,Alejandro Osuna,Texas Rangers,Stephen Kolek,BetMGM,+359,0.1667,0.0709,-0.0512,38,D,0.0,NO,,
2026-05-29,Joe Mack,Miami Marlins,Freddy Peralta,DraftKings,+388,0.1531,0.071,-0.0518,30,D,0.0,NO,,
2026-05-29,Nick Sogard,Boston Red Sox,Slade Cecconi,BetMGM,370,0.1593,0.0715,-0.0534,33,D,0.0,NO,,
2026-05-29,Nick Allen,Houston Astros,Coleman Crow,DraftKings,+372,0.1583,0.071,-0.0535,33,D,0.0,NO,,
2026-05-29,Gunnar Henderson,Baltimore Orioles,TBD,BetMGM,381,0.1538,0.0713,-0.0541,30,D,0.0,NO,,
2026-05-29,Shohei Ohtani,Los Angeles Dodgers,Zack Wheeler,BetMGM,300,0.1936,0.0732,-0.0564,94,C,0.0,NO,,
2026-05-29,Kyle Isbel,Kansas City Royals,MacKenzie Gore,DraftKings,373,0.1531,0.071,-0.0583,29,D,0.0,NO,,
2026-05-29,Juan Soto,New York Mets,Max Meyer,DraftKings,284,0.2013,0.0696,-0.0592,95,C,0.0,NO,,
2026-05-29,Daulton Varsho,Toronto Blue Jays,Trevor Rogers,DraftKings,367,0.1544,0.0716,-0.0597,29,D,0.0,NO,,
2026-05-29,Marcelo Mayer,Boston Red Sox,Slade Cecconi,FanDuel,360,0.1576,0.0707,-0.0598,32,D,0.0,NO,,
2026-05-29,Harrison Bader,San Francisco Giants,Michael Lorenzen,DraftKings,+367,0.1531,0.071,-0.061,29,D,0.0,NO,,
2026-05-29,Luke Keaschall,Minnesota Twins,Jared Jones,FanDuel,+355,0.1583,0.071,-0.0615,32,D,0.0,NO,,
2026-05-29,Tristan Gray,Minnesota Twins,Jared Jones,BetMGM,361,0.1531,0.071,-0.0638,29,D,0.0,NO,,
2026-05-29,Jared Triolo,Pittsburgh Pirates,Taj Bradley,DraftKings,354,0.1531,0.071,-0.0672,28,D,0.0,NO,,
2026-05-29,Aaron Judge,New York Yankees,Luis Severino,BetMGM,254,0.2114,0.0731,-0.0711,99,C,0.0,NO,,
2026-05-29,Juan Soto,New York Mets,Max Meyer,FanDuel,+261,0.2013,0.0696,-0.0758,93,C,0.0,NO,,
2026-05-29,Aaron Judge,New York Yankees,Luis Severino,FanDuel,+241,0.2114,0.0731,-0.0819,99,C,0.0,NO,,
2026-05-29,Shohei Ohtani,Los Angeles Dodgers,Zack Wheeler,DraftKings,+255,0.1926,0.0728,-0.0891,90,C,0.0,NO,,
