Player,Date,Pitcher,Team,ISO,Pitcher_HR9,HardHit,FlyBall,ParkFactor,WindFactor,Matchup,HR_Result,BarrelRate,ExitVelocity,LaunchAngle,RecentHRRate
José Alvarado,2024-08-11,Merrill Kelly,Philadelphia Phillies,0.273,1.36,38.46,30.33,1.07,1.05,0.83,0,10.0,90.0,16.0,0.1
Max Lazar,2024-08-11,Merrill Kelly,Philadelphia Phillies,0.332,1.97,42.02,22.23,1.08,1.03,0.66,0,10.0,90.0,16.0,0.1
Geraldo Perdomo,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.286,2.1,42.14,43.52,1.05,1.03,0.67,0,10.0,90.0,16.0,0.1
Jake McCarthy,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.152,1.96,53.58,30.61,0.94,1.11,0.67,0,10.0,90.0,16.0,0.1
Lourdes Gurriel Jr.,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.244,1.1,29.9,36.37,1.15,1.13,0.78,0,10.0,90.0,16.0,0.1
Corbin Carroll,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.309,1.5,59.45,40.21,0.97,1.08,0.67,1,10.0,90.0,16.0,0.1
Josh Bell,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.153,0.89,35.42,28.77,1.13,1.18,0.8,0,10.0,90.0,16.0,0.1
Randal Grichuk,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.301,1.58,56.09,46.36,0.92,1.09,0.55,0,10.0,90.0,16.0,0.1
Eugenio Suárez,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.175,1.55,30.22,34.03,1.0,1.03,0.67,0,10.0,90.0,16.0,0.1
Adrian Del Castillo,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.252,1.33,34.28,42.14,1.07,0.95,0.57,0,10.0,90.0,16.0,0.1
Kevin Newman,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.295,1.97,27.38,29.59,1.09,1.04,0.68,0,10.0,90.0,16.0,0.1
Alek Thomas,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.297,1.11,51.89,26.23,1.13,1.17,0.79,0,10.0,90.0,16.0,0.1
Merrill Kelly,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.225,1.49,44.7,26.77,1.11,0.99,0.87,0,10.0,90.0,16.0,0.1
Joe Mantiply,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.238,1.43,48.05,40.52,0.97,1.12,0.56,0,10.0,90.0,16.0,0.1
Dylan Floro,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.138,1.48,25.83,40.92,1.12,1.16,0.93,0,10.0,90.0,16.0,0.1
A.J. Puk,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.127,1.59,37.17,32.28,0.91,1.03,0.72,0,10.0,90.0,16.0,0.1
Paul Sewald,2024-08-11,Cristopher Sánchez,Arizona Diamondbacks,0.226,0.83,57.67,29.18,1.09,0.92,0.79,0,10.0,90.0,16.0,0.1
Francisco Lindor,2024-08-11,Luis Castillo,New York Mets,0.308,2.02,26.07,24.4,1.15,1.13,0.68,0,10.0,90.0,16.0,0.1
Tyrone Taylor,2024-08-11,Luis Castillo,New York Mets,0.328,2.05,45.27,25.87,1.2,0.94,0.7,0,10.0,90.0,16.0,0.1
Brandon Nimmo,2024-08-11,Luis Castillo,New York Mets,0.208,2.11,32.14,25.41,0.92,1.14,0.61,0,10.0,90.0,16.0,0.1
J.D. Martinez,2024-08-11,Luis Castillo,New York Mets,0.131,0.87,39.55,48.58,0.92,1.04,0.51,0,10.0,90.0,16.0,0.1
Jesse Winker,2024-08-11,Luis Castillo,New York Mets,0.312,1.26,54.36,26.4,0.95,0.96,0.68,0,10.0,90.0,16.0,0.1
Pete Alonso,2024-08-11,Luis Castillo,New York Mets,0.121,1.21,25.97,22.9,1.17,1.05,0.95,0,10.0,90.0,16.0,0.1
Jeff McNeil,2024-08-11,Luis Castillo,New York Mets,0.245,1.82,56.47,42.09,0.99,0.92,0.71,1,10.0,90.0,16.0,0.1
Jose Iglesias,2024-08-11,Luis Castillo,New York Mets,0.259,1.53,38.61,32.67,1.08,0.91,0.75,0,10.0,90.0,16.0,0.1
Ben Gamel,2024-08-11,Luis Castillo,New York Mets,0.207,1.92,30.21,25.21,1.09,0.95,0.68,0,10.0,90.0,16.0,0.1
Luis Torrens,2024-08-11,Luis Castillo,New York Mets,0.154,1.46,44.04,20.53,0.93,1.18,0.95,0,10.0,90.0,16.0,0.1
Luis Severino,2024-08-11,Luis Castillo,New York Mets,0.305,0.87,43.37,45.27,0.92,1.08,0.66,0,10.0,90.0,16.0,0.1
Ryne Stanek,2024-08-11,Luis Castillo,New York Mets,0.257,1.18,56.72,31.49,1.04,1.02,0.93,0,10.0,90.0,16.0,0.1
Adam Ottavino,2024-08-11,Luis Castillo,New York Mets,0.298,1.38,45.42,32.41,1.09,1.1,0.95,0,10.0,90.0,16.0,0.1
Danny Young,2024-08-11,Luis Castillo,New York Mets,0.243,1.77,58.18,36.3,0.94,0.94,1.0,0,10.0,90.0,16.0,0.1
Phil Maton,2024-08-11,Luis Castillo,New York Mets,0.19,1.55,43.32,27.27,1.18,1.03,0.79,0,10.0,90.0,16.0,0.1
Victor Robles,2024-08-11,Luis Severino,Seattle Mariners,0.125,2.08,39.19,44.81,0.99,1.03,0.81,0,10.0,90.0,16.0,0.1
Randy Arozarena,2024-08-11,Luis Severino,Seattle Mariners,0.124,1.39,46.6,31.79,0.92,0.99,0.98,0,10.0,90.0,16.0,0.1
Cal Raleigh,2024-08-11,Luis Severino,Seattle Mariners,0.315,0.93,25.2,27.77,1.05,1.19,0.65,1,10.0,90.0,16.0,0.1
Julio Rodríguez,2024-08-11,Luis Severino,Seattle Mariners,0.129,1.53,26.13,47.39,1.18,0.99,0.52,0,10.0,90.0,16.0,0.1
Jorge Polanco,2024-08-11,Luis Severino,Seattle Mariners,0.188,1.8,30.02,45.84,0.99,1.13,0.75,1,10.0,90.0,16.0,0.1
Luke Raley,2024-08-11,Luis Severino,Seattle Mariners,0.302,1.08,25.74,44.49,0.91,1.06,0.83,0,10.0,90.0,16.0,0.1
Josh Rojas,2024-08-11,Luis Severino,Seattle Mariners,0.195,1.89,42.83,32.38,1.14,0.99,0.78,0,10.0,90.0,16.0,0.1
Dominic Canzone,2024-08-11,Luis Severino,Seattle Mariners,0.2,2.09,56.61,31.86,1.16,1.05,0.7,0,10.0,90.0,16.0,0.1
Leo Rivas,2024-08-11,Luis Severino,Seattle Mariners,0.247,1.07,50.51,47.85,0.93,0.96,0.98,0,10.0,90.0,16.0,0.1
Luis Castillo,2024-08-11,Luis Severino,Seattle Mariners,0.127,0.92,37.78,26.0,1.05,0.94,0.79,0,10.0,90.0,16.0,0.1
Collin Snider,2024-08-11,Luis Severino,Seattle Mariners,0.322,1.2,52.39,34.21,1.2,1.06,0.74,0,10.0,90.0,16.0,0.1
Austin Voth,2024-08-11,Luis Severino,Seattle Mariners,0.3,1.19,27.74,36.86,1.18,1.09,0.68,0,10.0,90.0,16.0,0.1
Troy Taylor,2024-08-11,Luis Severino,Seattle Mariners,0.233,2.1,25.27,29.35,0.98,1.0,0.7,0,10.0,90.0,16.0,0.1
Ian Happ,2024-08-12,Ben Lively,Chicago Cubs,0.148,1.75,29.51,25.89,1.07,1.07,0.55,1,10.0,90.0,16.0,0.1
Michael Busch,2024-08-12,Ben Lively,Chicago Cubs,0.162,1.69,30.47,23.53,1.02,1.09,0.75,0,10.0,90.0,16.0,0.1
Patrick Wisdom,2024-08-12,Ben Lively,Chicago Cubs,0.12,1.84,44.16,34.47,1.14,1.15,0.73,0,10.0,90.0,16.0,0.1
Seiya Suzuki,2024-08-12,Ben Lively,Chicago Cubs,0.272,1.93,49.66,46.05,1.02,0.98,0.89,0,10.0,90.0,16.0,0.1
Cody Bellinger,2024-08-12,Ben Lively,Chicago Cubs,0.143,1.46,45.59,24.77,1.12,1.06,0.8,0,10.0,90.0,16.0,0.1
Isaac Paredes,2024-08-12,Ben Lively,Chicago Cubs,0.217,1.28,38.57,46.98,1.15,1.06,0.7,0,10.0,90.0,16.0,0.1
Nico Hoerner,2024-08-12,Ben Lively,Chicago Cubs,0.193,1.96,49.92,25.51,1.05,0.91,0.91,0,10.0,90.0,16.0,0.1
Dansby Swanson,2024-08-12,Ben Lively,Chicago Cubs,0.331,1.0,39.54,43.12,1.05,1.19,0.71,0,10.0,90.0,16.0,0.1
Pete Crow-Armstrong,2024-08-12,Ben Lively,Chicago Cubs,0.132,1.33,45.33,25.23,0.96,0.95,0.57,1,10.0,90.0,16.0,0.1
Miguel Amaya,2024-08-12,Ben Lively,Chicago Cubs,0.133,1.69,35.45,35.42,1.12,0.95,0.7,0,10.0,90.0,16.0,0.1
Mike Tauchman,2024-08-12,Ben Lively,Chicago Cubs,0.185,0.91,25.45,46.77,1.17,0.96,0.69,0,10.0,90.0,16.0,0.1
Christian Bethancourt,2024-08-12,Ben Lively,Chicago Cubs,0.163,1.98,47.87,23.5,1.16,0.91,0.66,0,10.0,90.0,16.0,0.1
Shota Imanaga,2024-08-12,Ben Lively,Chicago Cubs,0.23,1.09,48.17,40.3,1.13,1.11,0.82,0,10.0,90.0,16.0,0.1
Nate Pearson,2024-08-12,Ben Lively,Chicago Cubs,0.334,1.16,32.99,36.34,0.99,1.11,0.79,0,10.0,90.0,16.0,0.1
Julian Merryweather,2024-08-12,Ben Lively,Chicago Cubs,0.311,1.24,40.86,49.95,0.94,1.15,0.9,0,10.0,90.0,16.0,0.1
Jorge López,2024-08-12,Ben Lively,Chicago Cubs,0.127,1.94,38.48,21.63,1.14,1.14,0.83,0,10.0,90.0,16.0,0.1
Steven Kwan,2024-08-12,Shota Imanaga,Cleveland Guardians,0.295,1.2,57.64,40.8,0.95,1.03,0.61,1,10.0,90.0,16.0,0.1
Lane Thomas,2024-08-12,Shota Imanaga,Cleveland Guardians,0.152,1.33,48.72,32.44,1.03,0.99,0.93,0,10.0,90.0,16.0,0.1
José Ramírez,2024-08-12,Shota Imanaga,Cleveland Guardians,0.132,1.31,32.41,33.61,1.08,1.04,0.93,0,10.0,90.0,16.0,0.1
David Fry,2024-08-12,Shota Imanaga,Cleveland Guardians,0.169,1.61,40.59,25.21,0.98,1.02,0.79,0,10.0,90.0,16.0,0.1
Will Brennan,2024-08-12,Shota Imanaga,Cleveland Guardians,0.186,0.97,45.05,29.23,1.16,1.11,0.95,0,10.0,90.0,16.0,0.1
Josh Naylor,2024-08-12,Shota Imanaga,Cleveland Guardians,0.246,1.98,54.48,21.03,0.92,1.19,0.51,0,10.0,90.0,16.0,0.1
Jhonkensy Noel,2024-08-12,Shota Imanaga,Cleveland Guardians,0.317,1.1,37.06,49.67,1.05,1.14,0.6,1,10.0,90.0,16.0,0.1
Andrés Giménez,2024-08-12,Shota Imanaga,Cleveland Guardians,0.326,1.05,26.82,40.58,1.17,0.98,0.76,0,10.0,90.0,16.0,0.1
Tyler Freeman,2024-08-12,Shota Imanaga,Cleveland Guardians,0.291,1.44,59.0,21.61,0.9,1.13,0.96,0,10.0,90.0,16.0,0.1
Brayan Rocchio,2024-08-12,Shota Imanaga,Cleveland Guardians,0.279,1.95,59.57,44.43,1.01,1.17,0.94,0,10.0,90.0,16.0,0.1
Austin Hedges,2024-08-12,Shota Imanaga,Cleveland Guardians,0.314,1.14,58.88,45.27,0.99,0.97,0.6,0,10.0,90.0,16.0,0.1
Ben Lively,2024-08-12,Shota Imanaga,Cleveland Guardians,0.228,1.73,47.05,45.32,0.92,1.15,0.82,0,10.0,90.0,16.0,0.1
Pedro Avila,2024-08-12,Shota Imanaga,Cleveland Guardians,0.227,1.66,50.45,35.01,1.12,1.15,0.51,0,10.0,90.0,16.0,0.1
Tim Herrin,2024-08-12,Shota Imanaga,Cleveland Guardians,0.227,2.02,26.99,34.17,0.92,1.06,0.66,0,10.0,90.0,16.0,0.1
Scott Barlow,2024-08-12,Shota Imanaga,Cleveland Guardians,0.281,1.82,53.37,39.94,1.0,1.03,0.94,0,10.0,90.0,16.0,0.1
Peter Strzelecki,2024-08-12,Shota Imanaga,Cleveland Guardians,0.282,1.1,31.66,23.64,1.17,1.0,0.65,0,10.0,90.0,16.0,0.1
Nick Sandlin,2024-08-12,Shota Imanaga,Cleveland Guardians,0.145,1.74,28.42,27.88,1.05,0.96,0.58,0,10.0,90.0,16.0,0.1
Emmanuel Clase,2024-08-12,Shota Imanaga,Cleveland Guardians,0.189,2.05,48.85,24.86,0.98,1.12,0.93,0,10.0,90.0,16.0,0.1
Masyn Winn,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.238,1.8,59.81,48.24,1.09,1.17,0.72,0,10.0,90.0,16.0,0.1
Willson Contreras,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.149,2.08,29.04,22.69,1.0,1.01,0.75,0,10.0,90.0,16.0,0.1
Tommy Pham,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.18,2.15,33.67,30.6,1.01,1.06,0.51,0,10.0,90.0,16.0,0.1
Nolan Arenado,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.322,1.92,46.72,27.49,1.17,1.05,0.96,0,10.0,90.0,16.0,0.1
Paul Goldschmidt,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.144,1.46,51.88,37.28,0.98,0.96,0.91,0,10.0,90.0,16.0,0.1
Brendan Donovan,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.272,2.09,26.57,21.53,0.94,1.03,0.95,0,10.0,90.0,16.0,0.1
Jordan Walker,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.164,0.92,56.42,25.63,0.93,1.13,0.76,0,10.0,90.0,16.0,0.1
Pedro Pagés,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.153,2.14,40.44,27.55,0.92,1.07,0.9,0,10.0,90.0,16.0,0.1
Lars Nootbaar,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.193,1.08,49.57,38.97,0.92,1.1,0.57,0,10.0,90.0,16.0,0.1
Victor Scott II,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.149,1.67,54.72,38.36,1.09,0.98,0.52,0,10.0,90.0,16.0,0.1
Sonny Gray,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.255,1.41,55.9,36.84,0.91,1.07,0.74,0,10.0,90.0,16.0,0.1
Kyle Leahy,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.192,1.23,33.51,34.42,1.05,1.12,0.53,0,10.0,90.0,16.0,0.1
Shawn Armstrong,2024-08-12,Andrew Abbott,St. Louis Cardinals,0.335,1.82,34.24,48.79,0.98,0.99,0.51,0,10.0,90.0,16.0,0.1
Spencer Steer,2024-08-12,Sonny Gray,Cincinnati Reds,0.246,1.49,39.12,28.02,1.15,1.15,0.76,1,10.0,90.0,16.0,0.1
Elly De La Cruz,2024-08-12,Sonny Gray,Cincinnati Reds,0.148,1.29,39.48,41.54,1.04,0.92,0.66,1,10.0,90.0,16.0,0.1
Tyler Stephenson,2024-08-12,Sonny Gray,Cincinnati Reds,0.255,1.51,40.29,26.02,1.09,1.06,0.84,0,10.0,90.0,16.0,0.1
TJ Friedl,2024-08-12,Sonny Gray,Cincinnati Reds,0.282,1.92,49.75,39.88,1.06,1.05,0.61,0,10.0,90.0,16.0,0.1
Jeimer Candelario,2024-08-12,Sonny Gray,Cincinnati Reds,0.266,1.67,44.0,24.09,1.18,1.2,0.79,0,10.0,90.0,16.0,0.1
Ty France,2024-08-12,Sonny Gray,Cincinnati Reds,0.272,1.14,32.01,37.51,1.2,0.97,0.68,0,10.0,90.0,16.0,0.1
Jake Fraley,2024-08-12,Sonny Gray,Cincinnati Reds,0.299,2.03,25.97,33.08,0.92,0.94,0.62,0,10.0,90.0,16.0,0.1
Noelvi Marte,2024-08-12,Sonny Gray,Cincinnati Reds,0.26,1.72,37.26,30.67,0.96,1.09,0.88,0,10.0,90.0,16.0,0.1
Will Benson,2024-08-12,Sonny Gray,Cincinnati Reds,0.199,0.99,35.71,30.33,1.14,1.04,0.85,0,10.0,90.0,16.0,0.1
Andrew Abbott,2024-08-12,Sonny Gray,Cincinnati Reds,0.152,1.01,34.13,46.18,0.98,1.06,0.51,0,10.0,90.0,16.0,0.1
Jakob Junis,2024-08-12,Sonny Gray,Cincinnati Reds,0.285,1.81,31.87,20.61,1.14,1.03,0.99,0,10.0,90.0,16.0,0.1
Jose Altuve,2024-08-12,Taj Bradley,Houston Astros,0.315,1.1,34.88,35.62,0.92,1.07,0.85,0,10.0,90.0,16.0,0.1
Alex Bregman,2024-08-12,Taj Bradley,Houston Astros,0.174,0.91,31.41,48.96,0.9,1.04,0.96,1,10.0,90.0,16.0,0.1
Yordan Alvarez,2024-08-12,Taj Bradley,Houston Astros,0.24,1.56,55.72,38.18,1.01,0.96,0.9,0,10.0,90.0,16.0,0.1
Yainer Diaz,2024-08-12,Taj Bradley,Houston Astros,0.227,0.93,36.15,22.5,1.01,1.0,0.81,1,10.0,90.0,16.0,0.1
Jeremy Peña,2024-08-12,Taj Bradley,Houston Astros,0.151,2.15,37.49,49.78,1.17,1.0,0.92,0,10.0,90.0,16.0,0.1
Jon Singleton,2024-08-12,Taj Bradley,Houston Astros,0.154,1.74,56.71,41.35,1.17,0.94,0.59,0,10.0,90.0,16.0,0.1
Jake Meyers,2024-08-12,Taj Bradley,Houston Astros,0.309,0.85,43.05,45.95,1.16,1.0,0.93,0,10.0,90.0,16.0,0.1
Chas McCormick,2024-08-12,Taj Bradley,Houston Astros,0.305,1.81,38.1,23.43,0.91,0.98,0.62,0,10.0,90.0,16.0,0.1
Pedro León,2024-08-12,Taj Bradley,Houston Astros,0.328,2.1,37.51,26.89,1.15,0.95,0.61,0,10.0,90.0,16.0,0.1
Framber Valdez,2024-08-12,Taj Bradley,Houston Astros,0.24,1.48,45.29,32.71,1.14,0.91,0.53,0,10.0,90.0,16.0,0.1
Tayler Scott,2024-08-12,Taj Bradley,Houston Astros,0.166,1.55,59.08,37.8,1.16,1.19,0.68,0,10.0,90.0,16.0,0.1
Kaleb Ort,2024-08-12,Taj Bradley,Houston Astros,0.195,1.77,54.9,21.53,0.92,0.91,0.54,0,10.0,90.0,16.0,0.1
José Caballero,2024-08-12,Framber Valdez,Tampa Bay Rays,0.242,1.16,50.7,23.58,0.97,1.18,0.77,0,10.0,90.0,16.0,0.1
Dylan Carlson,2024-08-12,Framber Valdez,Tampa Bay Rays,0.242,1.57,34.96,24.99,1.11,1.04,0.71,0,10.0,90.0,16.0,0.1
Yandy Díaz,2024-08-12,Framber Valdez,Tampa Bay Rays,0.148,1.05,51.2,33.4,1.17,1.12,0.83,0,10.0,90.0,16.0,0.1
Kameron Misner,2024-08-12,Framber Valdez,Tampa Bay Rays,0.288,2.04,28.21,20.39,1.18,1.17,0.98,0,10.0,90.0,16.0,0.1
Christopher Morel,2024-08-12,Framber Valdez,Tampa Bay Rays,0.171,2.0,27.63,33.05,1.15,1.01,0.63,0,10.0,90.0,16.0,0.1
Jonny DeLuca,2024-08-12,Framber Valdez,Tampa Bay Rays,0.182,1.7,47.23,29.14,1.17,1.14,0.78,0,10.0,90.0,16.0,0.1
Jose Siri,2024-08-12,Framber Valdez,Tampa Bay Rays,0.304,0.91,35.75,47.16,1.12,0.95,0.55,0,10.0,90.0,16.0,0.1
Curtis Mead,2024-08-12,Framber Valdez,Tampa Bay Rays,0.313,1.78,55.97,30.4,1.15,0.92,0.82,0,10.0,90.0,16.0,0.1
Taylor Walls,2024-08-12,Framber Valdez,Tampa Bay Rays,0.283,1.84,58.5,30.74,0.92,0.91,0.74,0,10.0,90.0,16.0,0.1
Alex Jackson,2024-08-12,Framber Valdez,Tampa Bay Rays,0.228,1.57,57.45,48.36,1.12,1.09,0.69,0,10.0,90.0,16.0,0.1
Taj Bradley,2024-08-12,Framber Valdez,Tampa Bay Rays,0.207,1.54,52.83,24.85,1.13,1.01,0.66,0,10.0,90.0,16.0,0.1
Kevin Kelly,2024-08-12,Framber Valdez,Tampa Bay Rays,0.234,0.91,49.09,39.57,1.06,1.11,0.63,0,10.0,90.0,16.0,0.1
Richard Lovelady,2024-08-12,Framber Valdez,Tampa Bay Rays,0.198,0.98,51.57,31.54,0.93,1.03,0.61,0,10.0,90.0,16.0,0.1
Cole Sulser,2024-08-12,Framber Valdez,Tampa Bay Rays,0.145,1.57,29.61,31.74,1.07,1.09,0.57,0,10.0,90.0,16.0,0.1
Marcus Semien,2024-08-12,Brayan Bello,Texas Rangers,0.237,1.43,32.97,42.07,1.07,1.08,0.54,0,10.0,90.0,16.0,0.1
Corey Seager,2024-08-12,Brayan Bello,Texas Rangers,0.282,1.55,45.1,36.56,1.11,0.94,0.64,1,10.0,90.0,16.0,0.1
Josh Smith,2024-08-12,Brayan Bello,Texas Rangers,0.213,0.98,54.76,30.73,1.18,1.11,0.86,0,10.0,90.0,16.0,0.1
Adolis García,2024-08-12,Brayan Bello,Texas Rangers,0.206,1.13,48.37,46.45,1.04,1.0,0.96,0,10.0,90.0,16.0,0.1
Nathaniel Lowe,2024-08-12,Brayan Bello,Texas Rangers,0.336,1.36,38.31,23.78,1.18,0.95,0.83,0,10.0,90.0,16.0,0.1
Josh Jung,2024-08-12,Brayan Bello,Texas Rangers,0.126,1.79,25.51,39.13,1.06,1.13,0.82,0,10.0,90.0,16.0,0.1
Wyatt Langford,2024-08-12,Brayan Bello,Texas Rangers,0.334,1.69,51.72,27.15,0.97,1.16,0.83,0,10.0,90.0,16.0,0.1
Jonah Heim,2024-08-12,Brayan Bello,Texas Rangers,0.297,2.12,56.03,46.73,0.98,1.05,0.63,0,10.0,90.0,16.0,0.1
Leody Taveras,2024-08-12,Brayan Bello,Texas Rangers,0.165,1.97,32.13,20.99,0.93,0.94,0.54,0,10.0,90.0,16.0,0.1
Tyler Mahle,2024-08-12,Brayan Bello,Texas Rangers,0.215,1.33,49.01,32.35,1.01,1.1,0.62,0,10.0,90.0,16.0,0.1
Andrew Chafin,2024-08-12,Brayan Bello,Texas Rangers,0.23,2.04,49.27,46.32,0.95,1.12,0.97,0,10.0,90.0,16.0,0.1
Matt Festa,2024-08-12,Brayan Bello,Texas Rangers,0.243,0.86,32.09,25.32,0.98,1.19,0.82,0,10.0,90.0,16.0,0.1
David Robertson,2024-08-12,Brayan Bello,Texas Rangers,0.158,1.7,27.19,30.53,1.19,1.02,0.75,0,10.0,90.0,16.0,0.1
Kirby Yates,2024-08-12,Brayan Bello,Texas Rangers,0.136,1.03,42.76,24.32,0.93,1.01,0.99,0,10.0,90.0,16.0,0.1
Gerson Garabito,2024-08-12,Brayan Bello,Texas Rangers,0.245,1.09,58.0,24.09,1.08,0.97,0.59,0,10.0,90.0,16.0,0.1
Walter Pennington,2024-08-12,Brayan Bello,Texas Rangers,0.226,1.27,37.25,40.93,1.0,1.11,0.86,0,10.0,90.0,16.0,0.1
David Hamilton,2024-08-12,Tyler Mahle,Boston Red Sox,0.293,1.33,57.11,43.05,1.1,1.09,0.65,0,10.0,90.0,16.0,0.1
Mickey Gasper,2024-08-12,Tyler Mahle,Boston Red Sox,0.248,1.43,58.53,24.22,0.98,1.04,0.53,0,10.0,90.0,16.0,0.1
Masataka Yoshida,2024-08-12,Tyler Mahle,Boston Red Sox,0.236,1.92,39.6,25.48,0.99,0.94,0.57,0,10.0,90.0,16.0,0.1
Rob Refsnyder,2024-08-12,Tyler Mahle,Boston Red Sox,0.173,0.93,28.0,43.83,0.95,1.16,0.83,0,10.0,90.0,16.0,0.1
Rafael Devers,2024-08-12,Tyler Mahle,Boston Red Sox,0.137,1.44,55.11,39.27,0.97,1.18,0.71,0,10.0,90.0,16.0,0.1
Connor Wong,2024-08-12,Tyler Mahle,Boston Red Sox,0.333,2.17,48.39,46.23,1.1,1.15,0.87,0,10.0,90.0,16.0,0.1
Wilyer Abreu,2024-08-12,Tyler Mahle,Boston Red Sox,0.155,1.45,31.14,45.96,1.04,1.0,0.88,0,10.0,90.0,16.0,0.1
Romy Gonzalez,2024-08-12,Tyler Mahle,Boston Red Sox,0.28,1.65,35.57,49.3,1.06,1.0,0.59,0,10.0,90.0,16.0,0.1
Dominic Smith,2024-08-12,Tyler Mahle,Boston Red Sox,0.213,1.03,56.61,32.11,1.02,1.04,0.84,0,10.0,90.0,16.0,0.1
Danny Jansen,2024-08-12,Tyler Mahle,Boston Red Sox,0.259,2.12,39.55,26.4,1.03,1.07,0.8,0,10.0,90.0,16.0,0.1
Enmanuel Valdez,2024-08-12,Tyler Mahle,Boston Red Sox,0.32,2.13,37.85,47.56,1.04,0.98,0.68,0,10.0,90.0,16.0,0.1
Nick Sogard,2024-08-12,Tyler Mahle,Boston Red Sox,0.19,1.9,34.09,25.14,0.95,1.09,0.88,0,10.0,90.0,16.0,0.1
Ceddanne Rafaela,2024-08-12,Tyler Mahle,Boston Red Sox,0.329,1.42,42.11,32.27,1.19,1.17,0.9,0,10.0,90.0,16.0,0.1
Brayan Bello,2024-08-12,Tyler Mahle,Boston Red Sox,0.312,1.96,43.61,41.32,0.92,0.96,0.57,0,10.0,90.0,16.0,0.1
Zack Kelly,2024-08-12,Tyler Mahle,Boston Red Sox,0.213,0.95,30.35,32.1,0.94,1.19,0.78,0,10.0,90.0,16.0,0.1
Bailey Horn,2024-08-12,Tyler Mahle,Boston Red Sox,0.174,1.26,42.93,27.82,1.03,1.0,0.91,0,10.0,90.0,16.0,0.1
Chris Martin,2024-08-12,Tyler Mahle,Boston Red Sox,0.147,1.07,39.73,49.27,1.17,0.96,0.66,0,10.0,90.0,16.0,0.1
Kenley Jansen,2024-08-12,Tyler Mahle,Boston Red Sox,0.325,1.77,58.12,23.47,1.02,1.15,1.0,0,10.0,90.0,16.0,0.1
Josh Winckowski,2024-08-12,Tyler Mahle,Boston Red Sox,0.184,1.42,27.67,27.06,1.13,1.03,0.78,0,10.0,90.0,16.0,0.1
Michael Massey,2024-08-12,Pablo López,Kansas City Royals,0.184,1.85,54.37,43.01,0.91,1.15,0.96,0,10.0,90.0,16.0,0.1
Bobby Witt Jr.,2024-08-12,Pablo López,Kansas City Royals,0.325,2.15,49.45,24.49,1.14,0.98,0.7,1,10.0,90.0,16.0,0.1
Vinnie Pasquantino,2024-08-12,Pablo López,Kansas City Royals,0.287,1.69,29.64,23.2,1.0,1.02,0.62,0,10.0,90.0,16.0,0.1
Salvador Perez,2024-08-12,Pablo López,Kansas City Royals,0.181,1.46,45.29,25.63,1.0,1.07,0.63,0,10.0,90.0,16.0,0.1
Freddy Fermin,2024-08-12,Pablo López,Kansas City Royals,0.202,1.35,41.82,48.81,1.15,1.14,0.93,0,10.0,90.0,16.0,0.1
MJ Melendez,2024-08-12,Pablo López,Kansas City Royals,0.302,1.66,34.19,30.46,1.03,1.18,0.72,0,10.0,90.0,16.0,0.1
Hunter Renfroe,2024-08-12,Pablo López,Kansas City Royals,0.235,0.88,44.36,45.33,1.0,1.16,0.77,0,10.0,90.0,16.0,0.1
Adam Frazier,2024-08-12,Pablo López,Kansas City Royals,0.15,1.11,39.88,20.07,1.19,1.07,0.84,0,10.0,90.0,16.0,0.1
Maikel Garcia,2024-08-12,Pablo López,Kansas City Royals,0.21,0.95,54.66,22.43,1.1,1.13,0.78,0,10.0,90.0,16.0,0.1
Kyle Isbel,2024-08-12,Pablo López,Kansas City Royals,0.185,2.19,45.92,22.51,1.1,1.0,0.66,0,10.0,90.0,16.0,0.1
Brady Singer,2024-08-12,Pablo López,Kansas City Royals,0.137,1.83,58.26,27.19,1.12,1.08,0.54,0,10.0,90.0,16.0,0.1
